# Document parsed from: Copy_of_Rate_7_2.numbers

## Page 1

|playerFullName|player|playerFirstName|pos|newestTeamName|newestTeamLocation|batsHand|throwsHand|Age|AB|BA|OBP|SLG|OPS|ISO|
|Eddie Leon|Leon|Eddie|3B|Marshall University|Marshall|R|R|0|226|0.301|0.352|0.473|0.826|0.173|
|Ryan Gerety|Gerety|Ryan|RF|Northeastern University|Northeastern|L|L|21|211|0.284|0.406|0.431|0.837|0.147|
|Tate Gillen|Gillen|Tate|CF|Creighton University|Creighton|L|L|23|238|0.265|0.377|0.391|0.768|0.126|
|Nolan Sailors|Sailors|Nolan|LF|Creighton University|Creighton|L|R|22|226|0.389|0.485|0.584|1.069|0.195|
|Ben North|North|Ben|SS|Creighton University|Creighton|R|R|23|239|0.289|0.378|0.469|0.846|0.18|
|Matt Scannell|Scannell|Matt|RF|Wake Forest University|Wake Forest|L|L|24|210|0.3|0.435|0.543|0.978|0.243|
|Jack Hopko|Hopko|Jack|LF|University of Rhode Island|Rhode Island|L|L|22|226|0.341|0.446|0.606|1.052|0.265|
|Jason Torres|Torres|Jason|3B|University of Alabama|Alabama|R|R|22|212|0.255|0.392|0.443|0.836|0.189|
|Sam Griffith|Griffith|Sam|2B|Oakland University|Oakland|R|R|22|211|0.246|0.315|0.322|0.637|0.076|
|John Lauinger|Lauinger|John|LF|Oakland University|Oakland|R|R|23|221|0.357|0.48|0.448|0.928|0.09|
|Hayden Yost|Yost|Hayden|CF|University of Florida|Florida|L|L|20|189|0.259|0.38|0.392|0.772|0.132|
|Blake Cyr|Cyr|Blake|LF|University of Florida|Florida|R|R|22|205|0.254|0.358|0.429|0.788|0.176|
|Harrison Povey|Povey|Harrison|CF|Florida Gulf Coast University|Florida Gulf Coast|L|R|23|239|0.238|0.317|0.51|0.828|0.272|
|Isaac Wachsmann|Wachsmann|Isaac|RF|Xavier University|Xavier|R|R|21|219|0.228|0.325|0.466|0.791|0.237|
|Kameron Douglas|Douglas|Kameron|TWP|Alabama State University|Alabama State|R|R|21|233|0.335|0.419|0.639|1.058|0.305|
|Jacob Krieg|Krieg|Jacob|1B|Oregon State University|Oregon State|R|R|21|200|0.245|0.36|0.5|0.86|0.255|
|Ryan Moerman|Moerman|Ryan|LF|University of Mississippi|Ole Miss|R|R|22|215|0.274|0.385|0.498|0.882|0.223|
|Collin Priest|Priest|Collin|1B|Clemson University|Clemson|L|R|21|196|0.24|0.407|0.48|0.887|0.24|
|Nolan McCarthy|McCarthy|Nolan|CF|University of Georgia|Georgia|R|R|24|221|0.276|0.376|0.48|0.856|0.204|
|Cooper Combs|Combs|Cooper|LF|Oral Roberts University|Oral Roberts|R|R|23|223|0.291|0.401|0.493|0.895|0.202|
|Parker Lester|Lester|Parker|1B|Mercer University|Mercer|L|R|22|211|0.251|0.378|0.469|0.848|0.218|
|Bradley Frye|Frye|Bradley|SS|Mercer University|Mercer|R|R|23|252|0.337|0.393|0.552|0.944|0.214|
|Evan Funkhouser|Funkhouser|Evan|SS|Lindenwood University|Lindenwood|R|R|0|190|0.2|0.302|0.332|0.633|0.132|
|Martell Davis|Davis|Martell|SS|Oral Roberts University|Oral Roberts|R|R|0|214|0.294|0.35|0.481|0.831|0.187|
|Jake Cook|Cook|Jake|CF|The University of Southern Mississippi|Southern Miss|L|L|22|237|0.35|0.436|0.468|0.905|0.118|
|Skylar King|King|Skylar|CF|West Virginia University|West Virginia|L|L|22|206|0.291|0.415|0.398|0.813|0.107|
|Brodie Kresser|Kresser|Brodie|SS|West Virginia University|West Virginia|R|R|23|209|0.278|0.373|0.378|0.751|0.1|
|Kyle West|West|Kyle|LF|West Virginia University|West Virginia|L|R|23|183|0.339|0.487|0.601|1.088|0.262|
|Gabe Roessler|Roessler|Gabe|SS|University of Wisconsin-Milwaukee|Milwaukee|R|R|22|233|0.288|0.41|0.476|0.886|0.189|
|Patrick Fultz|Fultz|Patrick|3B|Wright State University|Wright State|L|R|0|235|0.332|0.446|0.468|0.914|0.136|
|Boston Smith|Smith|Boston|C|Wright State University|Wright State|L|R|23|209|0.33|0.498|0.766|1.264|0.435|
|Kyler Proctor|Proctor|Kyler|2B|Austin Peay State University|Austin Peay|R|R|21|252|0.317|0.386|0.456|0.842|0.139|
|Cole Cramer|Cramer|Cole|2B|Texas Christian University|TCU|R|R|23|222|0.32|0.433|0.419|0.852|0.099|
|RJ Austin|Austin|RJ|CF|Vanderbilt University|Vanderbilt|R|R|22|230|0.257|0.353|0.383|0.736|0.126|
|Reed Willbanks|Willbanks|Reed|CF|Little Rock|Little Rock|R|R|0|175|0.24|0.34|0.303|0.643|0.063|
|Brenden Stressler|Stressler|Brenden|RF|Saint Louis University|St. Louis|L|L|0|216|0.292|0.411|0.514|0.925|0.222|
|Bryce Fowler|Fowler|Bryce|RF|University of Alabama|Alabama|L|L|23|236|0.267|0.381|0.394|0.775|0.127|
|Colton Hegwood|Hegwood|Colton|RF|Jacksonville State University|Jacksonville State|L|R|0|200|0.295|0.368|0.4|0.768|0.105|
|Nico Senese|Senese|Nico|3B|Georgia Southern University|Georgia Southern|R|R|21|229|0.236|0.322|0.349|0.671|0.114|
|Jackson Hauge|Hauge|Jackson|RF|University of Kansas|Kansas|R|R|25|238|0.294|0.383|0.601|0.984|0.307|
|Richie Bonomolo Jr.|Bonomolo Jr.|Richie|CF|University of Alabama|Alabama|R|R|22|209|0.311|0.416|0.526|0.943|0.215|
|Alex Hernandez|Hernandez|Alex|TWP|Georgia Tech|Georgia Tech|R|R|20|230|0.335|0.415|0.609|1.024|0.274|
|Tyler Kamerer|Kamerer|Tyler|2B|Marshall University|Marshall|R|R|0|210|0.271|0.369|0.381|0.75|0.11|
|Antonio Nanez|Nanez|Antonio|2B|San Jose State University|San Jose State|R|R|23|210|0.21|0.289|0.233|0.523|0.024|
|Drew Johnson|Johnson|Drew|LF|Mercer University|Mercer|L|R|0|188|0.239|0.368|0.367|0.735|0.128|
|Jack Schark|Schark|Jack|2B|Oral Roberts University|Oral Roberts|R|R|23|222|0.306|0.399|0.495|0.895|0.189|
|Makani Tanaka|Tanaka|Makani|CF|Oral Roberts University|Oral Roberts|L|R|21|233|0.288|0.375|0.425|0.799|0.137|
|Nevan Noonan|Noonan|Nevan|1B|San Diego State University|San Diego State|R|R|22|233|0.356|0.421|0.558|0.979|0.202|
|Daniel Arambula|Arambula|Daniel|3B|San Diego State University|San Diego State|R|R|20|227|0.304|0.366|0.401|0.767|0.097|
|Caden Miller|Miller|Caden|1B|UTSA|UTSA|L|R|20|189|0.28|0.453|0.487|0.94|0.206|
|Foster Apple|Apple|Foster|LF|Stetson University|Stetson|R|R|20|218|0.303|0.389|0.362|0.751|0.06|
|Chayton Krauss|Krauss|Chayton|1B|Dallas Baptist University|Dallas Baptist|R|R|22|226|0.332|0.399|0.615|1.014|0.283|
|Eddie Saldivar|Saldivar|Eddie|2B|Fresno State|Fresno State|L|R|23|235|0.311|0.402|0.477|0.879|0.166|
|Kade Snell|Snell|Kade|LF|University of Alabama|Alabama|L|L|23|212|0.363|0.464|0.575|1.039|0.212|
|AJ Havrilla|Havrilla|AJ|1B|Marshall University|Marshall|R|R|0|195|0.292|0.424|0.451|0.875|0.159|
|Anthony Silva|Silva|Anthony|SS|Texas Christian University|TCU|R|R|22|213|0.282|0.35|0.423|0.772|0.141|
|Chase Brunson|Brunson|Chase|CF|Texas Christian University|TCU|R|R|20|224|0.317|0.395|0.554|0.949|0.237|
|Eddy Pelc|Pelc|Eddy|CF|Grand Canyon University|Grand Canyon|L|L|24|212|0.297|0.433|0.623|1.055|0.325|
|Will Furniss|Furniss|Will|1B|University of Mississippi|Ole Miss|L|R|22|203|0.305|0.424|0.517|0.941|0.212|
|Bryce Chance|Chance|Bryce|CF|Mississippi State University|Mississippi State|R|R|23|208|0.332|0.399|0.466|0.866|0.135|
|Luke Odden|Odden|Luke|2B|Georgia Southern University|Georgia Southern|S|R|22|172|0.244|0.374|0.326|0.699|0.081|
|Ryne Farber|Farber|Ryne|SS|Texas State University|Texas State|S|R|21|221|0.267|0.382|0.38|0.762|0.113|
|Chase Mora|Mora|Chase|3B|Texas State University|Texas State|R|R|22|227|0.286|0.363|0.471|0.834|0.185|
|Jimmy King|King|Jimmy|SS|College of the Holy Cross|Holy Cross|R|R|23|220|0.332|0.402|0.459|0.861|0.127|
|Chris Baillargeon|Baillargeon|Chris|1B|College of the Holy Cross|Holy Cross|R|R|22|205|0.376|0.49|0.507|0.998|0.132|
|Nick Husovsky|Husovsky|Nick|2B|Ball State University|Ball State|R|R|0|231|0.338|0.398|0.558|0.957|0.221|
|Dylan Grego|Grego|Dylan|SS|Ball State University|Ball State|S|R|21|242|0.376|0.429|0.624|1.053|0.248|
|Drew Faurot|Faurot|Drew|2B|Florida State University|Florida State|S|R|22|218|0.307|0.388|0.564|0.952|0.257|
|Jake Hyde|Hyde|Jake|1B|Duke University|Duke|L|R|25|219|0.288|0.403|0.539|0.942|0.251|
|Ryan Fenn|Fenn|Ryan|2B|Cal Poly|Cal Poly|R|R|23|249|0.365|0.39|0.482|0.872|0.116|
|Dylan Kordic|Kordic|Dylan|RF|Cal Poly|Cal Poly|L|R|22|202|0.262|0.339|0.431|0.77|0.168|
|Abbrie Covarrubias|Covarrubias|Abbrie|2B|University of Southern California|USC|R|R|21|212|0.302|0.386|0.415|0.801|0.113|
|Brayden Dowd|Dowd|Brayden|CF|University of Southern California|USC|L|L|21|225|0.324|0.446|0.524|0.97|0.2|
|JP Smith|Smith|JP|1B|Sacramento State University|Sacramento State|R|R|21|237|0.291|0.373|0.519|0.892|0.228|
|Sam Biller|Biller|Sam|LF|University of Connecticut|Connecticut|L|L|23|199|0.291|0.411|0.558|0.969|0.266|
|Tyler White|White|Tyler|CF|Sacramento State University|Sacramento State|R|R|22|236|0.318|0.418|0.466|0.885|0.148|
|Tanner Thach|Thach|Tanner|1B|UNC Wilmington|UNC Wilmington|L|L|21|240|0.325|0.409|0.537|0.947|0.212|
|Kevin Jones|Jones|Kevin|SS|UNC Wilmington|UNC Wilmington|R|R|22|218|0.294|0.383|0.408|0.792|0.115|
|Gage Harrelson|Harrelson|Gage|RF|Florida State University|Florida State|L|L|21|236|0.339|0.444|0.462|0.906|0.123|
|Donovan Cash|Cash|Donovan|3B|Kennesaw State University|Kennesaw State|R|R|24|230|0.326|0.419|0.661|1.08|0.335|
|Nate Anderson|Anderson|Nate|LF|Kennesaw State University|Kennesaw State|L|L|24|227|0.317|0.429|0.529|0.958|0.211|
|Shamaar McDuffie|McDuffie|Shamaar|SS|Kennesaw State University|Kennesaw State|R|R|21|182|0.236|0.359|0.247|0.606|0.011|
|Chris Cole|Cole|Chris|CF|Kennesaw State University|Kennesaw State|L|R|0|213|0.286|0.426|0.394|0.821|0.108|
|Ethan Murdoch|Murdoch|Ethan|RF|Marshall University|Marshall|R|R|22|203|0.261|0.382|0.473|0.855|0.212|
|Harrison Feinberg|Feinberg|Harrison|LF|Northeastern University|Northeastern|R|R|23|208|0.365|0.455|0.712|1.167|0.346|
|Caleb Shpur|Shpur|Caleb|CF|University of Connecticut|Connecticut|R|R|24|240|0.358|0.426|0.521|0.947|0.163|
|Alex Lodise|Lodise|Alex|SS|Florida State University|Florida State|R|R|21|241|0.394|0.462|0.705|1.167|0.311|
|Alex Ulloa|Ulloa|Alex|SS|Florida International University|Florida International|R|R|23|235|0.277|0.347|0.426|0.773|0.149|
|Blake Cavill|Cavill|Blake|1B|Troy University|Troy|L|R|23|194|0.314|0.513|0.557|1.069|0.242|
|Anthony DePino|DePino|Anthony|3B|University of Rhode Island|Rhode Island|R|R|22|226|0.354|0.505|0.73|1.235|0.376|
|Reece Moroney|Moroney|Reece|SS|University of Rhode Island|Rhode Island|R|R|20|226|0.354|0.463|0.46|0.923|0.106|
|Tommy Barth|Barth|Tommy|LF|University of Kansas|Kansas|R|L|23|203|0.276|0.39|0.448|0.839|0.172|
|Cody Miller|Miller|Cody|SS|East Tennessee State University|East Tennessee State|R|R|21|236|0.331|0.43|0.623|1.052|0.292|
|Jamie Palmese|Palmese|Jamie|CF|East Tennessee State University|East Tennessee State|R|R|21|229|0.297|0.389|0.594|0.983|0.297|
|Matt Bucciero|Bucciero|Matt|RF|Fairfield University|Fairfield|R|R|21|229|0.345|0.462|0.633|1.095|0.288|
|Tyler Kipp|Kipp|Tyler|1B|Fairfield University|Fairfield|R|R|0|209|0.297|0.401|0.392|0.793|0.096|
|Dean Ferrara|Ferrara|Dean|3B|Fairfield University|Fairfield|R|R|22|265|0.374|0.435|0.517|0.952|0.143|
|Luke Nomura|Nomura|Luke|SS|Fairfield University|Fairfield|R|R|21|245|0.331|0.443|0.576|1.018|0.245|
|Noah Furcht|Furcht|Noah|RF|UNC Charlotte|Charlotte|R|R|23|219|0.256|0.362|0.384|0.745|0.128|
|Broedy Poppell|Poppell|Broedy|C|Florida A\&M University|Florida A\&M|S|R|23|212|0.325|0.451|0.613|1.065|0.288|
|Josue Figueroa|Figueroa|Josue|1B|Florida A\&M University|Florida A\&M|S|R|20|182|0.225|0.403|0.396|0.799|0.17|
|Daniel Bucciero|Bucciero|Daniel|3B|Fordham University|Fordham|R|R|21|225|0.324|0.428|0.52|0.948|0.196|
|Andrew Kanellis|Kanellis|Andrew|RF|Fordham University|Fordham|R|R|0|212|0.349|0.448|0.509|0.957|0.16|
|Conor Higgs|Higgs|Conor|LF|University of Louisiana at Lafayette|Louisiana|L|L|24|197|0.355|0.472|0.68|1.152|0.325|
|Lee Amedee|Amedee|Lee|1B|University of Louisiana at Lafayette|Louisiana|L|R|22|186|0.285|0.397|0.419|0.817|0.134|
|Ben Rounds|Rounds|Ben|LF|Duke University|Duke|L|R|25|210|0.3|0.433|0.519|0.952|0.219|
|Brayden Simpson|Simpson|Brayden|3B|High Point University|High Point|R|R|0|234|0.389|0.477|0.774|1.25|0.385|
|Will Gasparin|Gasparino|Will|CF|University of Texas|Texas|R|R|21|210|0.243|0.34|0.514|0.854|0.271|
|Kimble Schuessler|Schuessler|Kimble|1B|University of Texas|Texas|R|R|24|231|0.312|0.377|0.489|0.866|0.177|
|Tommy Farmer|Farmer IV|Tommy|LF|University of Texas|Texas|R|R|21|177|0.249|0.371|0.339|0.71|0.09|
|Jalin Flores|Flores|Jalin|SS|University of Texas|Texas|R|R|22|234|0.239|0.317|0.491|0.809|0.252|
|Christian Smith|Smith|Christian|LF|High Point University|High Point|L|L|22|196|0.321|0.452|0.628|1.08|0.306|
|Ty Batusich|Batusich|Ty|P|Miami University (Ohio)|Miami (OH)|L|R|23|221|0.303|0.435|0.439|0.874|0.136|
|Evan Appelwick|Appelwick|Evan|1B|Miami University (Ohio)|Miami (OH)|R|R|23|214|0.322|0.458|0.673|1.131|0.35|
|Riley Iffrig|Iffrig|Riley|1B|Saint Louis University|St. Louis|L|L|20|214|0.341|0.456|0.551|1.007|0.21|
|Kyler McIntosh|McIntosh|Kyler|TWP|Alabama State University|Alabama State|R|R|23|228|0.276|0.324|0.399|0.723|0.123|
|Sean Scanlon|Scanlon|Sean|P|College of the Holy Cross|Holy Cross|L|R|23|192|0.224|0.413|0.375|0.788|0.151|
|Blake Buzzeo|Buzzeo|Blake|2B|Miami University (Ohio)|Miami (OH)|R|R|0|199|0.241|0.346|0.317|0.662|0.075|
|Adrian Lopez|Lopez|Adrian|LF|University of Southern California|USC|R|R|21|222|0.329|0.4|0.55|0.95|0.221|
|Jackson Halter|Halter|Jackson|RF|Marshall University|Marshall|L|R|23|222|0.284|0.384|0.401|0.785|0.117|
|Ty Hodge|Hodge|Ty|SS|UTSA|UTSA|R|R|22|195|0.292|0.4|0.446|0.846|0.154|
|Jack Power|Power|Jack|1B|Long Island University-Brooklyn|LIU Brooklyn|L|R|23|209|0.273|0.419|0.56|0.979|0.287|
|Bryce Dawson|Bryce|Dawson|3B|UNC Charlotte|Charlotte|R|R|21|235|0.34|0.389|0.6|0.989|0.26|
|Cooper Torres|Torres|Cooper|2B|East Tennessee State University|East Tennessee State|R|R|24|225|0.364|0.463|0.756|1.218|0.391|
|Filip Sarota|Sarota|Filip|LF|Lindenwood University|Lindenwood|R|R|0|223|0.287|0.369|0.466|0.835|0.179|
|Jake Jackson|Jackson|Jake|CF|San Diego State University|San Diego State|R|R|21|209|0.249|0.326|0.421|0.747|0.172|
|Maika Niu|Niu|Maika|SS|Marshall University|Marshall|R|R|22|243|0.276|0.343|0.56|0.903|0.284|
|Gavin Schulz|Schulz|Gavin|3B|Tulane University|Tulane|R|R|23|213|0.31|0.425|0.469|0.894|0.16|
|Connor Rasmussen|Rasmussen|Connor|2B|Tulane University|Tulane|L|R|21|214|0.332|0.427|0.481|0.909|0.15|
|Tyler Bickers|Bickers|Tyler|2B|University of Wisconsin-Milwaukee|Milwaukee|R|R|23|225|0.369|0.482|0.498|0.98|0.129|
|Luke Arnold|Arnold|Luke|SS|Wright State University|Wright State|R|R|24|200|0.26|0.366|0.445|0.811|0.185|
|Cashel Duggar|Duggar|Cashel|C|UCLA|UCLA|L|R|20|172|0.279|0.421|0.36|0.781|0.081|
|Carter Garate|Garate|Carter|3B|University of Oregon|Oregon|L|R|22|180|0.272|0.403|0.417|0.819|0.144|
|Jacob Walsh|Walsh|Jacob|1B|University of Oregon|Oregon|L|L|22|232|0.332|0.435|0.655|1.09|0.323|
|Jacob McCombs|McCombs|Jacob|CF|UC Irvine|UC Irvine|L|R|21|230|0.352|0.446|0.635|1.081|0.283|
|Trent Turner|Turner|Trent|SS|Western Carolina University|Western Carolina|R|R|22|235|0.323|0.399|0.579|0.977|0.255|
|Dom Krupinski|Krupinski|Dom|3B|Miami University (Ohio)|Miami (OH)|L|R|21|201|0.348|0.496|0.552|1.048|0.204|
|Matthew Dieguez|Dieguez|Matthew|1B|Fordham University|Fordham|R|R|20|222|0.302|0.375|0.401|0.775|0.099|
|Ethan Sitzman|Sitzman|Ethan|2B|Saint Louis University|St. Louis|R|R|23|210|0.257|0.391|0.376|0.767|0.119|
|Sky Collins|Collins|Sky|CF|Fresno State|Fresno State|R|R|23|213|0.286|0.35|0.437|0.787|0.15|
|Mason Strong|Strong|Mason|C|Utah Valley University|Utah Valley|R|R|23|238|0.366|0.432|0.609|1.041|0.244|
|Kelvin Agosto|Agosto|Kelvin|LF|Alabama State University|Alabama State|R|R|21|223|0.345|0.453|0.534|0.987|0.188|
|Cole Johnson|Johnson|Cole|1B|Austin Peay State University|Austin Peay|R|R|21|223|0.354|0.437|0.587|1.025|0.233|
|Alex Richter|Richter|Alex|3B|Ball State University|Ball State|L|R|0|201|0.249|0.424|0.557|0.982|0.308|
|Jakob Poturnak|Poturnak|Jakob|3B|Sacramento State University|Sacramento State|R|R|21|233|0.309|0.357|0.541|0.898|0.232|
|Grant Gallagher|Gallagher|Grant|3B|East Tennessee State University|East Tennessee State|R|R|21|185|0.276|0.473|0.665|1.138|0.389|
|Nolan Colby|Colby|Nolan|2B|Fairfield University|Fairfield|L|R|0|199|0.201|0.348|0.357|0.705|0.156|
|Shintaro Inoue|Inoue|Shintaro|2B|Kansas State University|Kansas State|L|R|22|204|0.279|0.407|0.446|0.853|0.167|
|Cam Suto|Suto|Cam|1B|Kennesaw State University|Kennesaw State|R|L|23|214|0.257|0.357|0.472|0.829|0.215|
|Cam Gilkerson|Gilkerson|Cam|RF|Wright State University|Wright State|L|L|21|212|0.302|0.395|0.561|0.956|0.259|
|Ryan Rivera|Rivera|Ryan|3B|Long Island University-Brooklyn|LIU Brooklyn|R|R|22|224|0.353|0.419|0.482|0.901|0.129|
|Caden Headlee|Headlee|Caden|CF|University of Wisconsin-Milwaukee|Milwaukee|R|L|23|205|0.283|0.42|0.459|0.879|0.176|
|Connor Maryniak|Maryniak|Connor|SS|UNC Charlotte|Charlotte|R|R|23|216|0.259|0.364|0.458|0.822|0.199|
|Trevor Lucas|Lucas|Trevor|3B|UNC Wilmington|UNC Wilmington|R|R|20|219|0.26|0.391|0.452|0.843|0.192|
|Keaton Campbell|Campbell|Keaton|3B|Oral Roberts University|Oral Roberts|R|R|0|219|0.274|0.339|0.32|0.658|0.046|
|Sam Grunberg|Grunberg|Sam|1B|Lindenwood University|Lindenwood|R|R|0|219|0.292|0.361|0.553|0.914|0.26|
|Henry Zenor|Zenor|Henry|LF|University of South Carolina Upstate|South Carolina Upstate|L|R|0|229|0.358|0.45|0.55|1|0.192|
|Preston Lucas|Lucas|Preston|C|University of South Carolina Upstate|South Carolina Upstate|L|R|0|190|0.337|0.439|0.526|0.966|0.189|
|Manny Marin|Marin|Manny|3B|University of Tennessee|Tennessee|R|R|20|152|0.283|0.356|0.401|0.758|0.118|
|Brady Ballinger|Ballinger|Brady|1B|University of Kansas|Kansas|L|L|20|224|0.353|0.495|0.67|1.164|0.317|
|Ethan Wilson|Wilson|Ethan|CF|Winthrop University|Winthrop|R|R|21|218|0.294|0.391|0.491|0.882|0.197|
|Adin Zorn|Zorn|Adin|LF|University of Dayton|Dayton|R|R|21|238|0.319|0.367|0.504|0.871|0.185|
|Rylan Lujo|Lujo|Rylan|3B|University of Dayton|Dayton|R|R|20|243|0.358|0.415|0.551|0.967|0.193|
|Chase Fralick|Fralick|Chase|C|Auburn University|Auburn|L|R|20|212|0.335|0.426|0.472|0.897|0.137|
|Benjamin Greer|Greer|Benjamin|2B|Abilene Christian University|Abilene Christian|S|R|24|223|0.291|0.379|0.525|0.903|0.233|
|Nate Bach|Bach|Nate|1B|Utah Valley University|Utah Valley|R|R|23|206|0.257|0.4|0.461|0.861|0.204|
|Nicholas Dumesnil|Dumesnil|Nicholas|CF|California Baptist University|California Baptist|R|R|0|239|0.36|0.442|0.598|1.041|0.238|
|Jackson Waller|Waller|Jackson|CF|University of Nevada|Nevada|R|R|22|239|0.285|0.324|0.439|0.764|0.155|
|Beau Ankeney|Ankeney|Beau|1B|Loyola Marymount University|Loyola Marymount|R|R|22|229|0.358|0.453|0.712|1.164|0.354|
|Eli Paton|Paton|Eli|3B|Grand Canyon University|Grand Canyon|L|R|24|225|0.271|0.352|0.462|0.814|0.191|
|Brody Donay|Donay|Brody|C|University of Florida|Florida|R|R|22|198|0.303|0.418|0.646|1.064|0.343|
|Hunter Hines|Hines|Hunter|1B|Mississippi State University|Mississippi State|L|R|23|211|0.275|0.376|0.573|0.949|0.299|
|Luke Lawrence|Lawrence|Luke|2B|University of Kentucky|Kentucky|L|R|0|219|0.306|0.397|0.425|0.822|0.119|
|Jack Toomey|Toomey|Jack|RF|Boston College|Boston College|R|R|22|207|0.261|0.376|0.382|0.758|0.121|
|Blake Bevis|Bevis|Blake|1B|Ball State University|Ball State|R|R|0|227|0.3|0.369|0.612|0.981|0.313|
|Zak Skinner|Skinner|Zak|3B|Lamar University|Lamar|R|R|24|224|0.281|0.378|0.415|0.793|0.134|
|Patrick Roche|Roche|Patrick|3B|Boston College|Boston College|R|R|0|196|0.291|0.427|0.383|0.81|0.092|
|Max Williams|Williams|Max|CF|Florida State University|Florida State|L|L|21|234|0.316|0.383|0.598|0.981|0.282|
|Sam McNulty|McNulty|Sam|SS|Boston College|Boston College|R|R|22|188|0.25|0.333|0.319|0.652|0.069|
|Ace Reese|Reese|Ace|3B|Mississippi State University|Mississippi State|L|R|20|227|0.352|0.422|0.718|1.14|0.366|
|Aedan Anderson|Anderson|Aedan|CF|Xavier University|Xavier|R|R|23|199|0.261|0.38|0.437|0.817|0.176|
|Garrett Cutting|Cutting|Garrett|SS|Youngstown State University|Youngstown State|R|R|22|218|0.22|0.309|0.358|0.667|0.138|
|Devan Ornelas|Ornelas|Devan|CF|Loyola Marymount University|Loyola Marymount|L|R|24|215|0.284|0.381|0.498|0.879|0.214|
|Ryan Christiansen|Christiansen|Ryan|RF|Sacramento State University|Sacramento State|L|R|22|207|0.246|0.359|0.42|0.779|0.174|
|Macon Winslow|Winslow|Macon|C|Duke University|Duke|R|R|21|198|0.278|0.391|0.49|0.881|0.212|
|Devin Obee|Obee|Devin|CF|University of Georgia|Georgia|R|R|22|145|0.221|0.388|0.462|0.85|0.241|
|Alec DeMartino|DeMartino|Alec|RF|UNC Wilmington|UNC Wilmington|R|R|23|210|0.252|0.348|0.41|0.758|0.157|
|Jarren Purify|Purify|Jarren|2B|Clemson University|Clemson|R|R|20|208|0.298|0.417|0.462|0.879|0.163|
|Jace Rinehart|Rinehart|Jace|LF|West Virginia University|West Virginia|R|R|23|194|0.32|0.395|0.567|0.962|0.247|
|David Wiley|Wiley|David|RF|Wofford College|Wofford|R|R|23|197|0.259|0.391|0.376|0.767|0.117|
|Kishon Frett|Frett|Kishon|LF|Florida International University|Florida International|R|R|24|216|0.296|0.431|0.639|1.07|0.343|
|Ty Doucette|Doucette|Ty|1B|Rutgers University|Rutgers|L|R|22|237|0.35|0.431|0.557|0.988|0.207|
|Trevor Cohen|Cohen|Trevor|RF|Rutgers University|Rutgers|L|L|22|235|0.387|0.46|0.523|0.983|0.136|
|Pablo Santos|Santos|Pablo|3B|Rutgers University|Rutgers|R|R|21|209|0.263|0.335|0.388|0.722|0.124|
|Ryan Sprock|Sprock|Ryan|TWP|Elon University|Elon|R|R|21|221|0.321|0.411|0.593|1.003|0.271|
|Nick Sturino|Sturino|Nick|LF|Fairfield University|Fairfield|L|R|0|182|0.269|0.439|0.467|0.906|0.198|
|John Schroeder|Schroeder|John|LF|Florida Atlantic University|Florida Atlantic|R|R|23|219|0.274|0.337|0.534|0.872|0.26|
|Michael Ballard|Ballard|Michael|2B|Louisiana Tech University|Louisiana Tech|R|R|24|231|0.281|0.365|0.455|0.82|0.173|
|TJ Schmalzle|Schmalzle|TJ|CF|Fairfield University|Fairfield|R|R|0|194|0.278|0.426|0.479|0.906|0.201|
|Will Bermudez|Bermudez|Will|2B|UC Irvine|UC Irvine|S|R|24|204|0.275|0.421|0.363|0.784|0.088|
|Caleb Stelly|Stelly|Caleb|CF|University of Louisiana at Lafayette|Louisiana|R|R|22|202|0.302|0.414|0.49|0.904|0.188|
|Jose Torres|Torres|Jose|C|University of Louisiana at Lafayette|Louisiana|R|R|23|176|0.267|0.332|0.358|0.69|0.091|
|Mason Dobie|Dobie|Mason|1B|University of Dayton|Dayton|L|R|23|204|0.299|0.431|0.456|0.887|0.157|
|Dee Kennedy|Kennedy|Dee|3B|Kansas State University|Kansas State|R|R|20|222|0.279|0.381|0.505|0.885|0.225|
|David Novak|Novak|David|C|Miami University (Ohio)|Miami (OH)|R|R|23|221|0.299|0.392|0.525|0.917|0.226|
|Steven Meier|Meier|Steven|CF|Troy University|Troy|L|L|22|213|0.296|0.443|0.502|0.946|0.207|
|Alex Bouche|Bouche|Alex|SS|East Carolina University|East Carolina|R|R|21|175|0.251|0.323|0.417|0.74|0.166|
|Trevor Roper|Roper|Trevor|SS|Houston Christian University|Houston Christian|R|R|23|187|0.235|0.323|0.273|0.595|0.037|
|Noah Sorensen|Sorensen|Noah|2B|Long Island University-Brooklyn|LIU Brooklyn|R|R|22|205|0.259|0.395|0.337|0.732|0.078|
|Zane Spinn|Spinn|Zane|SS|Lamar University|Lamar|L|R|24|222|0.315|0.399|0.45|0.85|0.135|
|Finley Bates|Bates|Finley|SS|San Diego State University|San Diego State|R|R|21|213|0.3|0.419|0.38|0.799|0.08|
